taxlevel	rankID	taxon	daughterlevels	total	F298	F307	F308	LGT_02262	LGT_02338	LGT_02339	LGT_02422	LGT_02424	LGT_02770	LGT_926	f102	f103	f104	f106	f114	f118	f122	f123	f124	f125	f132	f14_00499	f14_128_fecal	f14_235_fecal	f14_236_fecal	f14_245_fecal	f14_248_fecal	f14_276_fecal	f14_277_fecal	f14_286_fecal	f14_291_fecal	f14_292_fecal	f14_293_fecal	f14_299_fecal	f14_300_fecal	f14_301_fecal	f14_303_fecal	f14_305_fecal	f14_309_fecal	f14_310_fecal	f14_313_fecal	f14_390	f14_392	f14_399	f14_400	f14_403	f14_404	f14_409	f14_419	f14_420	f14_421	f14_430	f14_433	f14_437	f14_448	f14_449	f14_452	f14_459	f14_460	f14_462	f14_466	f14_468	f14_470	f14_472	f14_473	f14_475	f14_478	f14_479	f14_480	f14_481	f14_482	f14_483	f14_491	f14_492	f14_494	f14_495	f14_496	f14_509	f14_511	f14_512	f14_515	f14_546	f14_547	f14_551	f14_559	f14_560	f157	f165	f168	f169	f172	f174	f176	f177	f178	f180	f181	f183	f184	f185	f187	f191	f197	f198	f219	f220	f221	f223	f230	f233	f28	f30	f34	f35	f38	f43	f44	f50	f51	f55	f58	f60	f62	f63	f64	f66	f68	f69	f70	f71	f72	f73	f74	f75	f77	f89	f91	f95	f97	s14_00592	s14_00593	s14_00594	s14_315	s14_318	s14_321	s14_322	s14_326	s14_327	s14_329	s14_332	s14_338	s14_339	s14_348	s14_350	s14_357	s14_359	s14_360	s14_361	s14_362	s14_363	s14_367	s14_368	s14_376
6	0.2.13.2.2.12.18	Sporobacter	0	45747	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	94	0	3	3	10	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	37	0	0	6	0	8	0	0	0	0	4	0	0	0	0	60	71	0	0	0	0	0	91	1000	0	0	20	0	3	0	5	0	3	0	0	0	0	6	34	0	107	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	34	0	0	0	2	0	0	0	0	0	3	145	0	0	0	0	20	3	1	149	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0
6	0.2.13.2.2.12.19	Subdoligranulum	0	493030	2755	102	4	27	0	11	0	8	1851	224	0	1	127	0	2	431	433	10	505	80	71	1	0	0	0	170	176	53	63	0	101	11	140	860	100	1530	0	20	0	0	19	31	35	17	335	270	45	0	0	153	60	26	57	47	36	42	1	30	2379	0	697	776	256	364	1	3	1495	3078	0	3	217	205	622	98	1560	130	164	6	2	670	496	74	128	13	0	78	0	43	0	95	0	51	0	3	228	294	2	80	0	1	1	154	0	100	3953	0	253	0	20	1	7292	728	0	102	170	0	1591	49	0	170	1915	800	0	24	0	69	35	0	19	21	270	1	3	0	208	127	131	2468	56	27	1233	0	0	322	0	0	0	17	3	205	122	90	990	3	0	6	104	0	0	0	0	0	294
5	0.2.13.2.2.13	Syntrophomonadaceae	3	51	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.2.2.13.1	Pelospora	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.2.2.13.2	Syntrophomonadaceae_unclassified	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.2.2.13.3	Syntrophomonas	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	0.2.13.3	Erysipelotrichia	1	427736	810	5	1	40	32	1652	0	55	0	87	1	10	27	5	2	12	88	103	0	277	6	0	0	15	26	14	108	165	118	253	144	15	110	158	168	1324	0	89	0	242	12	16	57	11	49	77	17	19	0	2	7	0	68	11	3	16	0	277	110	3	167	184	48	194	71	1	1617	13	0	842	92	52	156	16	2	84	102	0	12	105	3392	84	407	164	0	356	28	571	0	398	1	407	0	98	70	369	2	92	0	1	0	0	0	6	0	0	0	1	803	7	694	15	12	200	975	7	157	7	3	77	13	93	1	35	151	306	99	203	57	194	247	57	2314	0	414	832	3536	373	130	24	183	3	2	51	0	196	0	3	502	55	15	53	372	193	114	74	26	0	15	0	17	3	191
4	0.2.13.3.1	Erysipelotrichales	1	427736	810	5	1	40	32	1652	0	55	0	87	1	10	27	5	2	12	88	103	0	277	6	0	0	15	26	14	108	165	118	253	144	15	110	158	168	1324	0	89	0	242	12	16	57	11	49	77	17	19	0	2	7	0	68	11	3	16	0	277	110	3	167	184	48	194	71	1	1617	13	0	842	92	52	156	16	2	84	102	0	12	105	3392	84	407	164	0	356	28	571	0	398	1	407	0	98	70	369	2	92	0	1	0	0	0	6	0	0	0	1	803	7	694	15	12	200	975	7	157	7	3	77	13	93	1	35	151	306	99	203	57	194	247	57	2314	0	414	832	3536	373	130	24	183	3	2	51	0	196	0	3	502	55	15	53	372	193	114	74	26	0	15	0	17	3	191
5	0.2.13.3.1.1	Erysipelotrichaceae	10	427736	810	5	1	40	32	1652	0	55	0	87	1	10	27	5	2	12	88	103	0	277	6	0	0	15	26	14	108	165	118	253	144	15	110	158	168	1324	0	89	0	242	12	16	57	11	49	77	17	19	0	2	7	0	68	11	3	16	0	277	110	3	167	184	48	194	71	1	1617	13	0	842	92	52	156	16	2	84	102	0	12	105	3392	84	407	164	0	356	28	571	0	398	1	407	0	98	70	369	2	92	0	1	0	0	0	6	0	0	0	1	803	7	694	15	12	200	975	7	157	7	3	77	13	93	1	35	151	306	99	203	57	194	247	57	2314	0	414	832	3536	373	130	24	183	3	2	51	0	196	0	3	502	55	15	53	372	193	114	74	26	0	15	0	17	3	191
6	0.2.13.3.1.1.1	Allobaculum	0	1930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.3.1.1.2	Bulleidia	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.3.1.1.3	Catenibacterium	0	31063	0	0	0	0	0	1512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	49	0	0	0	0	577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
6	0.2.13.3.1.1.4	Clostridium_XVIII	0	258885	11	5	1	0	28	4	0	2	0	27	0	3	2	0	0	12	6	72	0	276	1	0	0	15	26	14	96	26	43	191	134	3	73	101	101	1158	0	89	0	16	12	10	57	0	48	0	1	19	0	2	2	0	65	8	3	12	0	3	29	3	106	21	47	165	0	0	1332	1	0	0	25	28	144	10	2	78	99	0	6	2	489	2	406	0	0	354	0	275	0	388	0	56	0	98	70	20	0	92	0	1	0	0	0	0	0	0	0	0	704	0	669	15	0	182	796	0	52	1	1	55	11	1	0	5	149	71	77	199	23	131	103	0	2309	0	199	11	0	53	49	24	0	3	0	31	0	196	0	3	502	45	0	42	142	193	0	0	26	0	5	0	17	3	110
6	0.2.13.3.1.1.5	Coprobacillus	0	40639	792	0	0	0	0	1	0	0	0	45	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	5	119	27	62	0	7	0	0	0	157	0	0	0	178	0	0	0	0	0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	39	144	0	24	1	0	0	0	0	0	0	9	0	0	0	2	0	0	4	103	0	0	0	89	0	2	0	293	0	1	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	49	0	28	0	0	0	0	0	0	14	0	201	21	0	0	12	0	0	0	0	4	0	0	219	1	0	0	0	0	20	0	0	0	0	0	3	0	0	205	0	113	0	0	0	0	0	0	0	81
6	0.2.13.3.1.1.7	Erysipelotrichaceae_unclassified	0	80218	0	0	0	25	0	134	0	5	0	0	1	0	10	0	0	0	79	0	0	0	0	0	0	0	0	0	0	19	38	0	10	5	31	23	61	9	0	0	0	0	0	6	0	11	1	74	0	0	0	0	5	0	0	0	0	0	0	266	61	0	0	0	0	0	21	1	217	4	0	259	67	0	6	0	0	0	0	0	1	0	2903	79	1	3	0	0	0	3	0	5	0	341	0	0	0	102	0	0	0	0	0	0	0	6	0	0	0	0	12	0	2	0	0	6	32	0	50	0	0	0	0	78	0	13	0	0	0	0	4	36	86	56	0	0	209	811	3536	3	68	0	183	0	2	0	0	0	0	0	0	7	12	0	0	0	1	22	0	0	0	0	0	0	0
6	0.2.13.3.1.1.8	Holdemania	0	8942	7	0	0	0	4	1	0	0	0	15	0	0	2	0	0	0	0	31	0	0	5	0	0	0	0	0	0	1	10	0	0	0	2	0	6	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	0	11	19	1	2	0	0	22	6	0	3	0	15	6	6	0	4	3	0	1	0	0	0	0	72	0	0	27	0	0	4	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	5	7	0	0	0	10	97	0	26	0	0	21	1	12	0	0	1	28	1	0	3	6	48	0	0	0	0	7	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	11	25	0	0	2	0	0	0	0	0	0	0
6	0.2.13.3.1.1.9	Solobacterium	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
6	0.2.13.3.1.1.10	Turicibacter	0	5015	0	0	0	15	0	0	0	48	0	0	0	7	2	5	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	11	0	0	0	0	0	46	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	2	0	0	0	0	0	0	0	0	0	0	1	82	0	23	0	12	0	0	7	1	6	2	1	1	2	0	3	1	6	0	3	27	9	9	1	5	0	2	1	0	86	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0
3	0.2.13.4	Firmicutes_unclassified	1	233271	11	0	0	385	4826	0	0	14	8	0	3	0	6	0	0	0	0	15	0	0	2	0	0	0	1	5	0	1128	264	0	493	105	4	1	2	0	1	0	1	0	0	0	0	9	1	0	22	2	33	1	11	0	1	179	7	0	1	1596	84	0	23	24	1066	9	1512	0	2	205	1	783	71	11	45	728	7	2	7	0	276	2338	93	277	0	207	0	8	83	37	2	1186	1	17	0	1	13	385	0	11	0	0	0	1	1	0	0	0	0	1	127	1	42	1	0	8	14	0	82	0	0	3	0	136	1	48	0	4	1	268	1	240	80	2	0	10	8	786	41	312	601	55	771	2	0	23	0	0	0	0	1	30	17	5	0	0	0	71	2	317	0	35	0	0	0
4	0.2.13.4.1	Firmicutes_unclassified	1	233271	11	0	0	385	4826	0	0	14	8	0	3	0	6	0	0	0	0	15	0	0	2	0	0	0	1	5	0	1128	264	0	493	105	4	1	2	0	1	0	1	0	0	0	0	9	1	0	22	2	33	1	11	0	1	179	7	0	1	1596	84	0	23	24	1066	9	1512	0	2	205	1	783	71	11	45	728	7	2	7	0	276	2338	93	277	0	207	0	8	83	37	2	1186	1	17	0	1	13	385	0	11	0	0	0	1	1	0	0	0	0	1	127	1	42	1	0	8	14	0	82	0	0	3	0	136	1	48	0	4	1	268	1	240	80	2	0	10	8	786	41	312	601	55	771	2	0	23	0	0	0	0	1	30	17	5	0	0	0	71	2	317	0	35	0	0	0
5	0.2.13.4.1.1	Firmicutes_unclassified	1	233271	11	0	0	385	4826	0	0	14	8	0	3	0	6	0	0	0	0	15	0	0	2	0	0	0	1	5	0	1128	264	0	493	105	4	1	2	0	1	0	1	0	0	0	0	9	1	0	22	2	33	1	11	0	1	179	7	0	1	1596	84	0	23	24	1066	9	1512	0	2	205	1	783	71	11	45	728	7	2	7	0	276	2338	93	277	0	207	0	8	83	37	2	1186	1	17	0	1	13	385	0	11	0	0	0	1	1	0	0	0	0	1	127	1	42	1	0	8	14	0	82	0	0	3	0	136	1	48	0	4	1	268	1	240	80	2	0	10	8	786	41	312	601	55	771	2	0	23	0	0	0	0	1	30	17	5	0	0	0	71	2	317	0	35	0	0	0
6	0.2.13.4.1.1.1	Firmicutes_unclassified	0	233271	11	0	0	385	4826	0	0	14	8	0	3	0	6	0	0	0	0	15	0	0	2	0	0	0	1	5	0	1128	264	0	493	105	4	1	2	0	1	0	1	0	0	0	0	9	1	0	22	2	33	1	11	0	1	179	7	0	1	1596	84	0	23	24	1066	9	1512	0	2	205	1	783	71	11	45	728	7	2	7	0	276	2338	93	277	0	207	0	8	83	37	2	1186	1	17	0	1	13	385	0	11	0	0	0	1	1	0	0	0	0	1	127	1	42	1	0	8	14	0	82	0	0	3	0	136	1	48	0	4	1	268	1	240	80	2	0	10	8	786	41	312	601	55	771	2	0	23	0	0	0	0	1	30	17	5	0	0	0	71	2	317	0	35	0	0	0
3	0.2.13.5	Negativicutes	1	3366505	4	45	70	322	2053	5416	3	16	0	848	18	2554	398	14	1704	3793	189	1400	0	301	0	0	6	2128	2	298	353	126	49	57	374	3	1235	16	127	1253	1	251	7	1	3	2672	3009	371	963	326	1834	1	436	204	825	0	1027	537	980	3302	249	429	75	14	1201	5112	3149	4324	407	5	2882	158	2	1650	49	3823	41	1084	4753	11152	744	4935	2661	668	190	2	4637	2727	6049	93	1292	16	0	776	7	1922	1084	7	565	183	2240	2539	4	5	1	167	3	6	0	0	1454	1	518	68	388	1673	1923	986	779	18	0	5	12	456	0	251	2961	4	2705	557	92	61	30	199	2	6	0	2	66	780	718	97	570	2300	3	2	719	302	25	4858	10	38	8798	343	1	198	3972	33	2319	1682	93	1644	1617	386	2633	2025	1253
4	0.2.13.5.1	Selenomonadales	3	3366505	4	45	70	322	2053	5416	3	16	0	848	18	2554	398	14	1704	3793	189	1400	0	301	0	0	6	2128	2	298	353	126	49	57	374	3	1235	16	127	1253	1	251	7	1	3	2672	3009	371	963	326	1834	1	436	204	825	0	1027	537	980	3302	249	429	75	14	1201	5112	3149	4324	407	5	2882	158	2	1650	49	3823	41	1084	4753	11152	744	4935	2661	668	190	2	4637	2727	6049	93	1292	16	0	776	7	1922	1084	7	565	183	2240	2539	4	5	1	167	3	6	0	0	1454	1	518	68	388	1673	1923	986	779	18	0	5	12	456	0	251	2961	4	2705	557	92	61	30	199	2	6	0	2	66	780	718	97	570	2300	3	2	719	302	25	4858	10	38	8798	343	1	198	3972	33	2319	1682	93	1644	1617	386	2633	2025	1253
5	0.2.13.5.1.1	Acidaminococcaceae	4	1408811	0	42	8	263	1	1583	1	10	0	531	15	15	384	14	1	3590	0	489	0	296	0	0	1	44	1	146	12	114	48	0	179	3	1224	16	0	1249	1	6	0	0	0	105	0	0	0	326	1063	1	0	203	7	0	914	163	1	2	23	150	74	11	0	2780	1502	2246	157	1	0	155	0	1562	0	541	0	199	1837	5178	678	0	624	668	21	0	1737	2717	718	93	885	15	0	737	0	1872	990	1	266	181	120	1415	0	0	1	107	0	0	0	0	634	0	0	68	386	511	1920	978	772	0	0	5	6	286	0	1	2334	1	2663	0	91	4	23	4	1	4	0	1	0	378	715	1	570	510	0	0	661	300	2	4455	0	16	3808	119	0	191	1	0	1317	1073	0	189	0	0	803	0	0
6	0.2.13.5.1.1.1	Acidaminococcaceae_unclassified	0	66274	0	42	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	7	0	0	0	0	1	22	73	0	0	0	0	266	0	2	0	0	155	0	1547	0	541	0	0	0	0	5	0	0	16	19	0	0	477	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	766	0	0	0	0	0	0	0	0	0	1	0	0	1	8	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.5.1.1.2	Acidaminococcus	0	1023180	0	0	5	106	1	655	0	7	0	0	13	7	0	14	1	1504	0	489	0	3	0	0	0	9	1	146	12	1	0	0	0	3	1098	2	0	0	0	6	0	0	0	10	0	0	0	0	997	0	0	0	0	0	0	0	1	0	1	0	0	10	0	2779	1116	2215	0	1	0	0	0	0	0	0	0	1	1639	1385	132	0	0	8	2	0	1600	2240	507	1	885	0	0	46	0	8	2	0	233	0	120	1415	0	0	0	1	0	0	0	0	634	0	0	0	0	140	0	707	0	0	0	0	1	286	0	0	2334	1	2530	0	0	0	14	0	0	0	0	0	0	377	1	1	0	510	0	0	570	0	2	4455	0	16	3185	2	0	38	1	0	1317	1019	0	189	0	0	47	0	0
6	0.2.13.5.1.1.3	Phascolarctobacterium	0	284253	0	0	0	150	0	927	1	1	0	531	2	8	384	0	0	2086	0	0	0	293	0	0	1	35	0	0	0	0	0	0	179	0	0	14	0	1249	1	0	0	0	0	95	0	0	0	326	0	1	0	203	0	0	914	163	0	1	0	2	1	1	0	1	0	0	0	0	0	0	0	8	0	0	0	198	198	3793	541	0	552	644	0	0	137	0	211	92	0	0	0	691	0	1864	988	1	2	181	0	0	0	0	1	106	0	0	0	0	0	0	0	0	386	371	1920	0	6	0	0	5	5	0	0	1	0	0	132	0	91	3	1	4	0	4	0	0	0	1	714	0	570	0	0	0	91	300	0	0	0	0	623	117	0	0	0	0	0	37	0	0	0	0	756	0	0
6	0.2.13.5.1.1.4	Succiniclasticum	0	35104	0	0	0	7	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	75	73	0	0	0	120	31	155	0	0	0	0	7	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
5	0.2.13.5.1.2	Selenomonadales_unclassified	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.5.1.2.1	Selenomonadales_unclassified	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.2.13.5.1.3	Veillonellaceae	13	1957665	4	3	62	59	2052	3833	2	6	0	317	3	2539	14	0	1703	203	189	911	0	5	0	0	5	2084	1	152	341	12	1	57	195	0	11	0	127	4	0	245	7	1	3	2567	3009	371	963	0	771	0	436	1	818	0	113	374	979	3300	226	279	1	3	1201	2332	1647	2078	250	4	2882	3	2	86	49	3282	41	885	2916	5974	66	4935	2037	0	169	2	2900	10	5331	0	407	1	0	39	7	50	94	6	299	2	2120	1124	4	5	0	60	3	6	0	0	820	1	518	0	2	1162	3	8	7	18	0	0	6	170	0	250	627	3	42	557	1	57	7	195	1	2	0	1	66	402	3	96	0	1790	3	2	58	2	23	403	10	22	4990	224	1	7	3971	33	1002	609	93	1455	1617	386	1830	2025	1253
6	0.2.13.5.1.3.1	Allisonella	0	11966	0	0	0	0	0	120	0	0	0	34	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	38	3	0	0	0	0	0	0	0	0	0	51	0	0	0	84	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0
6	0.2.13.5.1.3.2	Anaeroglobus	0	55588	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	2	3	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.13.5.1.3.4	Dialister	0	271898	0	2	0	15	364	135	0	0	0	21	0	1	0	0	0	0	189	102	0	0	0	0	0	0	0	0	24	4	0	1	0	0	0	0	126	0	0	67	4	0	1	2567	0	355	200	0	322	0	166	0	776	0	111	363	1	19	0	6	1	2	639	2234	576	39	188	0	231	0	1	7	47	1	22	885	203	7	8	1005	718	0	0	0	30	6	1	0	0	1	0	0	7	0	2	0	0	0	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	250	0	0	0	36	0	36	0	195	0	0	0	0	0	351	3	87	0	3	3	1	2	0	18	375	0	22	0	122	0	3	84	0	44	602	0	93	183	359	0	127	2
6	0.2.13.5.1.3.6	Megasphaera	0	891567	0	0	4	44	0	3512	2	5	0	0	1	0	14	0	143	203	0	1	0	2	0	0	1	1893	1	2	0	5	0	56	0	0	8	0	0	0	0	177	0	1	2	0	1	0	0	0	384	0	261	1	0	0	1	0	1	3281	27	273	0	0	486	90	1056	1	0	4	839	0	0	3	1	3188	2	0	2661	5922	58	1056	1235	0	169	0	2280	0	2190	0	407	0	0	39	0	13	0	6	299	0	1176	0	1	5	0	60	0	0	0	0	812	1	0	0	2	1162	0	0	0	18	0	0	0	1	0	0	548	1	0	521	0	13	0	0	0	0	0	1	0	27	0	0	0	1778	0	0	0	0	1	0	0	0	4289	98	0	2	3535	1	915	0	0	1212	3	0	1830	470	270
